,point,bounds_respected,source,FP_GLD,FP_SLACK,GLD_PARAMS,FAILURE_SLACK,constraint_values,constraints_respected,experiment
20,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 1.00000003e-09
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,0.0,[0.07565894 0.01761001 0.43864514 0.13492171],0.0,"[-0.29289322 -0.5        -0.29289322 -0.29289322 -0.29289322 -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
21,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 1.00000003e-09 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,0.0,[0.0753667  0.01710921 0.42461824 0.13425439],0.0,"[-0.29289322 -0.29289322 -0.5        -0.29289322 -0.29289322 -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
22,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 1.00000003e-09 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.07564738 0.01758873 0.43717904 0.134315  ],0.0,"[-0.29289322 -0.29289322 -0.5        -0.29289322 -0.29289322 -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
23,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 1.00000003e-09 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,0.0,[0.07537234 0.01713296 0.42473038 0.13392523],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.5        -0.29289322 -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
24,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 1.00000003e-09
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,0.0,[0.07562503 0.01756215 0.43921278 0.13300563],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.5        -0.29289322 -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
25,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 1.00000003e-09 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.0752398  0.01716291 0.42903246 0.13725554],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.5        -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
26,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 1.00000003e-09 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.07576946 0.01760888 0.43686795 0.13531104],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.5        -0.29289322
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
27,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 1.00000003e-09 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.07530446 0.01712442 0.42759486 0.13491989],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.5
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
28,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 1.00000003e-09
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.07565568 0.01757334 0.43847864 0.13300488],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.5
 -0.29289322 -0.29289322]",True,model2_16_dof_slack_0.0
29,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 1.00000003e-09 5.00000001e-01 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.07525432 0.01719391 0.42804007 0.13887894],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322
 -0.5        -0.29289322]",True,model2_16_dof_slack_0.0
30,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 1.00000003e-09 5.00000001e-01 5.00000001e-01]",False,local,0.0,1e-05,[0.07561705 0.01756436 0.43885657 0.13392473],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322
 -0.5        -0.29289322]",True,model2_16_dof_slack_0.0
31,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 1.00000003e-09 5.00000001e-01]",False,local,0.0,1e-05,[0.07526568 0.01712023 0.42841684 0.13529681],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322
 -0.29289322 -0.5       ]",True,model2_16_dof_slack_0.0
32,"[5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 5.00000001e-01
 5.00000001e-01 5.00000001e-01 5.00000001e-01 1.00000003e-09]",False,local,0.0,1e-05,[0.07573699 0.01763881 0.43737866 0.13673654],0.0,"[-0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322 -0.29289322
 -0.29289322 -0.5       ]",True,model2_16_dof_slack_0.0
33,"[0.61998888 0.61998888 0.62257767 0.62257767 0.62257767 0.61998888
 0.62257767 0.62257767 0.62629366 0.62773237 0.62515502 0.62515502
 0.30901699 1.         0.62629366 0.62515502]",True,local,0.0001254587799531109,0.00029,[0.06702426 0.02250109 0.42965618 0.13405724],0.0,"[-0.12320331 -0.11954222 -0.12137086 -0.11954222 -0.1132691  -0.11589729
  0.0466573  -0.11509178]",False,model2_16_dof_slack_0.0
34,"[0.67935344 0.67935344 0.6870382  0.6870382  0.6870382  0.67935344
 0.6870382  0.6870382  0.69849719 0.70307242 0.69493149 0.69493149
 0.57588611 0.83070121 0.69849719 0.69493149]",True,local,0.0007111991584619631,0.00086,[0.06426794 0.02479293 0.4403882  0.134333  ],0.0,"[-0.03924915 -0.02838125 -0.03379992 -0.02838125 -0.00893534 -0.01721846
  0.01079638 -0.0146939 ]",False,model2_16_dof_slack_0.0
35,"[0.67621627 0.67621627 0.68654531 0.68654531 0.68654531 0.67621627
 0.68654531 0.68654531 0.70293055 0.70981977 0.69770119 0.69770119
 0.98700213 0.54592914 0.70293055 0.69770119]",True,local,0.0010261582358165237,0.00123,[0.0643772  0.02570918 0.44508452 0.13262131],0.0,"[-0.04368578 -0.02907831 -0.03635437 -0.02907831 -0.0010228  -0.01330151
  0.12792368 -0.00959689]",False,model2_16_dof_slack_0.0
36,"[0.79300031 0.79300031 0.80428183 0.80428183 0.80428183 0.79300031
 0.80428183 0.80428183 0.82145166 0.49514917 0.81606377 0.81606377
 0.56710142 0.98868501 0.82145166 0.81606377]",True,local,0.005368166272844277,0.00546,[0.05946037 0.0284372  0.44194052 0.13485871],0.0,"[ 0.12147179  0.13742628  0.12947721  0.13742628 -0.04085687  0.15408846
  0.13978159  0.15790454]",False,model2_16_dof_slack_0.0
37,"[0.70909273 0.70909273 0.71913656 0.71913656 0.71913656 0.70909273
 0.71913656 0.71913656 0.7335025  0.21629261 0.72641336 0.72641336
 0.5874492  0.84055897 0.72890445 0.72455486]",True,local,0.0008529070625001786,0.00097,[0.06443409 0.02535854 0.44252592 0.13467444],0.0,"[ 0.00280855  0.01701267  0.00993558  0.01701267 -0.23527233  0.02730362
  0.02549303  0.02775553]",False,model2_16_dof_slack_0.0
38,"[0.68596087 0.68596087 0.71012395 0.71012395 0.71012395 0.68596087
 0.71012395 0.71012395 0.77762532 0.93119559 0.71517767 0.71517767
 0.82445358 1.         0.38617591 0.70444808]",True,local,0.002454884238588078,0.00279,[0.06187194 0.02624279 0.4323336  0.13141693],0.0,"[-0.02990483  0.00426692 -0.0126711   0.00426692  0.21318851  0.01141396
  0.29604155 -0.1966452 ]",False,model2_16_dof_slack_0.0
39,"[0.71494734 0.71494734 0.71494067 0.71494067 0.71592412 0.71400429
 0.71494067 0.71494067 0.72289321 0.68886215 0.71589735 0.71589735
 0.36246208 0.38131705 0.69362197 0.74681689]",True,local,0.000571958124488637,0.00069,[0.0652612  0.02458431 0.43799702 0.13364272],0.0,"[ 0.01108822  0.0110788   0.01111298  0.0110788  -0.00144822  0.01243174
 -0.47389977  0.01923839]",False,model2_16_dof_slack_0.0
40,"[0.74372904 0.74372904 0.76090689 0.76090689 0.76213568 0.74254094
 0.76090689 0.76090689 0.84088402 0.94515163 0.75565681 0.432046
 0.42822469 0.69506485 0.66449543 0.82616795]",True,local,0.0021409069576963907,0.00248,[0.06205348 0.02640519 0.438755   0.1339032 ],0.0,"[ 0.0517917   0.07608485  0.06405725  0.07608485  0.26506819 -0.12955129
 -0.18361067  0.06023943]",False,model2_16_dof_slack_0.0
41,"[0.70256361 0.70256361 0.70759139 0.70759139 0.70578268 0.70427028
 0.70759139 0.70759139 0.53583312 0.66988435 0.73963773 0.31875016
 0.58579166 0.76826796 0.91012513 0.53243188]",True,local,0.0005517186729174362,0.00071,[0.0656334  0.02489006 0.44537676 0.13246199],0.0,"[-0.00642502  0.00068534 -0.00294142  0.00068534 -0.14217591 -0.19460219
 -0.03388017  0.05442471]",False,model2_16_dof_slack_0.0
42,"[0.77729191 0.77729191 0.78506379 0.41094461 0.78313854 0.77914696
 0.78506379 0.78506379 0.57846355 0.87103966 0.86626955 0.71168057
 0.49716621 0.76552385 0.73920205 0.54591053]",True,local,0.001841792713489825,0.00205,[0.06302095 0.02642534 0.43992326 0.13345032],0.0,"[ 0.09925676 -0.11388453  0.10470627  0.11024786  0.0456243   0.12112095
 -0.08720156 -0.08106694]",False,model2_16_dof_slack_0.0
43,"[0.66980222 0.66980222 0.68351066 0.33332037 0.68613327 0.66729999
 0.68351066 0.68351066 0.94812097 0.48564102 0.63511061 0.72935392
 0.57885075 0.8074847  0.65658639 0.7835972 ]",True,local,0.0005994845074854346,0.00084,[0.06575801 0.02483309 0.43967192 0.13230672],0.0,"[-0.05275661 -0.23954665 -0.04288551 -0.03336995  0.0652608  -0.03287921
 -0.00647108  0.02231612]",False,model2_16_dof_slack_0.0
44,"[0.75260277 0.75260277 0.76333487 0.61619951 0.82358416 0.75150457
 0.76333487 0.29856361 0.82597037 0.82150046 0.76009958 0.64971733
 0.51972641 0.78331593 0.77030621 0.66802659]",True,local,0.0013632260954798755,0.00156,[0.06354542 0.02636011 0.44886546 0.13439764],0.0,"[ 6.43410442e-02 -1.89893189e-02  1.14921515e-01 -1.80353524e-01
  1.64942081e-01 -5.80153501e-05 -5.99471358e-02  1.96230558e-02]",False,model2_16_dof_slack_0.0
45,"[0.66597549 0.66597549 0.6415665  0.76992798 0.63723372 0.66729376
 0.67164649 0.73064986 0.2379487  0.65835401 0.61292939 0.81248676
 0.58944629 0.81237662 0.68677343 0.72010134]",True,local,0.00038837003541814424,0.00056,[0.06501201 0.02349428 0.42750037 0.1355137 ],0.0,"[-0.05816844  0.00219592 -0.07731491 -0.00754938 -0.29996458  0.01775103
  0.00369453 -0.00491021]",False,model2_16_dof_slack_0.0
46,"[0.77468555 0.77468555 0.31514149 0.63485836 0.84158964 0.77295802
 0.84226376 0.67059194 0.60449777 0.80611031 0.70773902 0.68696772
 0.53622559 0.79953519 0.73956895 0.79427406]",True,local,0.0013619442491204234,0.00171,[0.06304092 0.02562383 0.43381021 0.13677682],0.0,"[ 0.0955708  -0.29122691  0.14268859  0.0766159   0.00758691 -0.01368404
 -0.03729838  0.08528039]",False,model2_16_dof_slack_0.0
47,"[0.63178888 0.63178888 0.56113358 0.86997705 0.60741146 0.63415991
 0.60985656 0.7547157  0.90573075 0.479493   0.69741133 0.73009888
 0.55299522 0.83107234 0.91075929 0.50133197]",True,local,0.0007951846186066277,0.00101,[0.06477683 0.02493887 0.43587402 0.1332681 ],0.0,"[-0.10651559  0.03524439 -0.12187275 -0.02968004  0.02482278  0.00966674
 -0.00175907  0.03962312]",False,model2_16_dof_slack_0.0
48,"[0.26283485 0.76140225 0.67860935 0.70294306 0.7970793  0.80964712
 0.80423478 0.71166218 0.68783353 0.80496591 0.71668707 0.72920481
 0.53112539 0.80761236 0.79935041 0.66061776]",True,local,0.001482561451563462,0.00178,[0.06328309 0.02540838 0.42884329 0.13262706],0.0,"[-0.19450912 -0.0229434   0.1361619   0.07389787  0.05881305  0.02243827
 -0.03339155  0.03700381]",False,model2_16_dof_slack_0.0
49,"[0.643197   0.61895382 0.67220592 0.7701334  0.65374577 0.57914543
 0.63308983 0.66328038 0.84684252 0.60684229 0.8701227  0.49017041
 0.55871777 0.84908742 0.47717294 0.95911331]",True,local,0.0008573556343614414,0.00114,[0.06477927 0.02485703 0.43181336 0.13241989],0.0,"[-0.10735998  0.02223591 -0.12661981 -0.08307929  0.04182523 -0.00131059
  0.01642264  0.07125737]",False,model2_16_dof_slack_0.0
50,"[0.69730367 0.67825342 0.73084681 0.69118973 0.69687969 0.70301001
 0.7036049  0.69243001 0.75133253 0.67815199 0.46135128 0.66981725
 0.57111232 0.8228899  0.72066698 0.70502051]",True,local,0.0006524003709878868,0.00076,[0.06444821 0.02464338 0.43991209 0.13400225],0.0,"[-0.02724098  0.00592261 -0.010119   -0.01282262  0.01212188 -0.1866734
  0.00165716  0.008174  ]",False,model2_16_dof_slack_0.0
51,"[0.67364394 0.79598857 0.68079685 0.68574944 0.6635319  0.65660109
 0.66359049 0.68251299 0.69931765 0.6970867  0.68751389 0.68915515
 0.57633255 0.82898458 0.68666627 0.68864366]",True,local,0.0007025905585253126,0.00089,[0.06419175 0.02468579 0.43844646 0.13476194],0.0,"[ 0.04278184 -0.03369951 -0.06651215 -0.04806706 -0.01259175 -0.0265473
  0.00964085 -0.02750802]",False,model2_16_dof_slack_0.0
52,"[0.66927193 0.64629382 0.70766036 0.62915164 0.62733058 0.6710311
 0.64539783 0.66369319 0.72184951 0.68851284 0.7267915  0.68651687
 0.57501604 0.81204068 0.74177333 0.6689286 ]",True,local,0.0005643444466070579,0.00078,[0.06505826 0.02455853 0.44083039 0.13302349],0.0,"[-0.06961265 -0.05310245 -0.08139976 -0.07424247 -0.00244467 -0.00023438
 -0.00498567 -0.00115409]",True,model2_16_dof_slack_0.0
53,"[0.66731875 0.64626675 0.71258643 0.62366624 0.66358889 0.66660927
 0.61367084 0.66696642 0.72492568 0.68803649 0.72932239 0.6844542
 0.57657948 0.81642975 0.7486955  0.66836256]",True,local,0.0005879634616391341,0.00078,[0.06502362 0.02462275 0.44102985 0.13288317],0.0,"[-0.07103551 -0.05303696 -0.05940543 -0.09366888 -0.00054442  0.00019433
 -0.00049941  0.00362018]",False,model2_16_dof_slack_0.0
54,"[0.66671154 0.63960546 0.70492233 0.6234485  0.63407177 0.63951614
 0.66747331 0.6560705  0.72461426 0.6820445  0.72726435 0.68705516
 0.58222608 0.81115732 0.73765262 0.64237908]",True,local,0.0005107249078790929,0.00074,[0.06531389 0.02452305 0.4419915  0.13311315],0.0,"[-0.07609556 -0.0589349  -0.09942913 -0.06407846 -0.00488668  0.000479
 -0.00151946 -0.02184752]",False,model2_16_dof_slack_0.0
55,"[0.6733586  0.64986619 0.69735517 0.59023454 0.63313674 0.67617642
 0.65172139 0.67467635 0.70024098 0.68721009 0.71958742 0.68865792
 0.5747275  0.80427718 0.73713427 0.67362041]",True,local,0.0005081322732505694,0.00072,[0.0652002  0.02444216 0.44097216 0.13331948],0.0,"[-0.06419133 -0.08639119 -0.07367572 -0.06195472 -0.01888067 -0.00398003
 -0.01147914 -0.00143534]",True,model2_16_dof_slack_0.0
56,"[0.66951131 0.64150607 0.69308449 0.63448557 0.61621835 0.70155781
 0.63007462 0.6488216  0.71850649 0.68071286 0.72620758 0.68937344
 0.58410599 0.81254508 0.72239002 0.65530229]",True,local,0.0005037320872328925,0.00073,[0.06521625 0.02438817 0.44002918 0.13328018],0.0,"[-0.07275924 -0.06035217 -0.06623964 -0.09558666 -0.01024166  0.00130574
  0.00070441 -0.02467009]",False,model2_16_dof_slack_0.0
57,"[0.66505224 0.64294138 0.70494774 0.63191629 0.62041218 0.67323959
 0.64038235 0.70598799 0.73406418 0.68631524 0.72789487 0.68044091
 0.57349303 0.81004571 0.73177729 0.65187505]",True,local,0.0005559741664805126,0.00076,[0.06502872 0.02452597 0.44063034 0.13323892],0.0,"[-0.0749767  -0.05328488 -0.08448767 -0.04684282  0.00492728 -0.00359106
 -0.00749392 -0.01998006]",False,model2_16_dof_slack_0.0
58,"[0.6566594  0.63731954 0.69867743 0.63305868 0.60277472 0.64807786
 0.63508446 0.67787783 0.71267185 0.69757777 0.72301065 0.68999134
 0.58223389 0.8120071  0.72819613 0.68618575]",True,local,0.0005309792642877581,0.0007,[0.06522159 0.02434862 0.43864896 0.13224481],0.0,"[-0.08491652 -0.05717794 -0.11493375 -0.07110247 -0.00274581 -0.00058394
 -0.00082442  0.00056008]",False,model2_16_dof_slack_0.0
59,"[0.71596285 0.64294108 0.70253943 0.63260602 0.62244806 0.65981034
 0.63625141 0.66471568 0.72276521 0.68816668 0.72483405 0.68362374
 0.57253943 0.80999292 0.73823583 0.66926426]",True,local,0.0005639078255757265,0.00074,[0.065046   0.02461248 0.44165071 0.13333904],0.0,"[-0.03772352 -0.05461541 -0.09292157 -0.07985719 -0.00202058 -0.00364373
 -0.00808774 -0.00355291]",True,model2_16_dof_slack_0.0
